0,0,0,0,0,0,0,0,0,0,0,0,0.406854188643879,0.570084814879264,0.424465917374355,-0.293825026370096,-0.489701777857177,-0.314959100849989
0.01,6.76866043463256e-08,9.48100934057701e-08,7.0613086603705e-08,0,2.02937385944656e-05,2.8422623780987e-05,2.11708026852428e-05,0,0.00405385063512029,0.00567636305989978,0.00422891121870105,0.403915938380178,0.565187797100692,0.421316326365855,-0.293825026370096,-0.489701777857177,-0.314959100849989
0.02,5.40513418016038e-07,7.56848407986637e-07,5.6385482916014e-07,0,8.0979071026949e-05,0.000113364027272043,8.44732380070711e-05,0,0.00807831876760356,0.0113037559420138,0.00842632652731711,0.400977688116477,0.56029077932212,0.418166735357355,-0.293825026370096,-0.489701777857177,-0.314959100849989
0.03,1.82092725425746e-06,2.54885423195401e-06,1.89946675853091e-06,0,0.00018176217227108,0.000254334508695311,0.000189592346864635,0,0.0120734043974498,0.0168821786463422,0.0125922459258482,0.398039437852776,0.555393761543548,0.415017144348856,-0.293825026370096,-0.489701777857177,-0.314959100849989
0.04,4.30843667605523e-06,6.02866983574071e-06,4.49404081456912e-06,0,0.000322349217300489,0.000450844366272934,0.000336213170157084,0,0.0160391075246591,0.0224116311728848,0.0167266694142942,0.395101187589075,0.550496743764977,0.411867553340356,-0.293825026370096,-0.489701777857177,-0.314959100849989
0.05,8.39961199613027e-06,1.1749240472001e-05,8.76101934611938e-06,0,0.000502446381088805,0.000702403898227055,0.000524020748783569,0,0.0199754281492313,0.0278921135216417,0.0208295969926553,0.392162937325374,0.545599725986405,0.408717962331856,-0.293825026370096,-0.489701777857177,-0.314959100849989
0.06,1.44880852769398e-05,2.02586143756106e-05,1.51106951110178e-05,0,0.000721759838609659,0.00100852340277982,0.00075270012364324,0,0.0238823662711666,0.0333236256926129,0.0249010286609313,0.389224687061673,0.540702708207833,0.405568371323356,-0.293825026370096,-0.489701777857177,-0.314959100849989
0.07,2.29645503306773e-05,3.20999427636666e-05,2.3950211276092e-05,0,0.00097999576483668,0.00136871317815336,0.00102193633563525,0,0.0277599218904648,0.0387061676857984,0.0289409644191224,0.386286436797972,0.535805690429261,0.402418780314856,-0.293825026370096,-0.489701777857177,-0.314959100849989
0.08,3.42167627192727e-05,4.78114798354876e-05,3.5683561417161e-05,0,0.0012768603347435,0.00178248352256983,0.00133141442565874,0,0.031608095007126,0.0440397395011981,0.0329494042672285,0.383348186534271,0.53090867265069,0.399269189306356,-0.293825026370096,-0.489701777857177,-0.314959100849989
0.09,4.8629539754392e-05,6.79265827726135e-05,5.07115895190355e-05,0,0.00161205972330374,0.00224934473425137,0.00168081943461287,0,0.0354268856211502,0.0493243411388122,0.0369263482052495,0.38040993627057,0.526011654872118,0.396119598297856,-0.293825026370096,-0.489701777857177,-0.314959100849989
